2.00,1137.00,194000.00,3.00
2.00,1139.00,93600.00,2.00
1.00,1139.00,133105.00,2.00
2.00,1139.00,186785.00,4.00
2.00,1140.00,162000.00,3.00
2.00,1144.00,134000.00,3.00
1.00,1144.00,200000.00,3.00
2.00,1144.00,200345.00,3.00
1.00,1144.00,299000.00,2.00
2.00,1146.00,98937.00,3.00
2.00,1146.00,149593.00,4.00
1.00,1150.00,198000.00,3.00
2.00,1152.00,134555.00,3.00
2.00,1152.00,158000.00,3.00
1.00,1152.00,181872.00,3.00
1.00,1152.00,188325.00,3.00
2.00,1154.00,191500.00,3.00
2.00,1156.00,161653.00,3.00
2.00,1157.00,180000.00,3.00
2.00,1158.00,80000.00,4.00
2.00,1159.00,169000.00,3.00
2.00,1159.00,170000.00,3.00
1.00,1160.00,249862.00,3.00
1.00,1161.00,109000.00,3.00
2.00,1161.00,114800.00,3.00
2.00,1162.00,164000.00,2.00
2.00,1164.00,122500.00,3.00
1.00,1167.00,68212.00,3.00
2.00,1169.00,122000.00,3.00
2.00,1170.00,176250.00,3.00
2.00,1172.00,181000.00,3.00
1.00,1174.00,116100.00,3.00
2.00,1174.00,180000.00,3.00
1.00,1174.00,195000.00,3.00
2.00,1175.00,200000.00,3.00
2.00,1176.00,247234.00,4.00
2.00,1176.00,250000.00,3.00
1.00,1177.00,91002.00,3.00
2.00,1177.00,171750.00,2.00
2.00,1179.00,378000.00,3.00
2.00,1182.00,164000.00,3.00
2.00,1182.00,247480.00,4.00
2.00,1183.00,146000.00,4.00
2.00,1185.00,178480.00,3.00
2.00,1187.00,234000.00,3.00
2.00,1188.00,123675.00,2.00
2.00,1188.00,145000.00,3.00
2.00,1188.00,170000.00,3.00
2.00,1189.00,207000.00,2.00
2.00,1193.00,240122.00,3.00
2.00,1196.00,260000.00,3.00
2.00,1199.00,178000.00,3.00
2.00,1200.00,176095.00,3.00
3.00,1200.00,215000.00,3.00
1.00,1200.00,220000.00,3.00
2.00,1200.00,247500.00,3.00
3.00,1200.00,248000.00,3.00
2.00,1200.00,255000.00,3.00
2.00,1200.00,255000.00,2.00
3.00,1200.00,275000.00,3.00
3.00,1200.00,276000.00,3.00
2.00,1200.00,290000.00,3.00
2.00,1202.00,143500.00,3.00
2.00,1202.00,169000.00,3.00
2.00,1204.00,174000.00,3.00
2.00,1204.00,174250.00,3.00
2.00,1206.00,142000.00,3.00
2.00,1207.00,119250.00,3.00
2.00,1207.00,154000.00,3.00
2.00,1209.00,130000.00,3.00
2.00,1211.00,135000.00,3.00
3.00,1212.00,165000.00,3.00
2.00,1212.00,228327.00,3.00
2.00,1214.00,174400.00,2.00
2.00,1215.00,150000.00,3.00
2.00,1215.00,182716.00,3.00
3.00,1216.00,196500.00,3.00
2.00,1216.00,218000.00,3.00
1.00,1216.00,230000.00,3.00
2.00,1216.00,235000.00,3.00
2.00,1216.00,245000.00,3.00
3.00,1216.00,254000.00,3.00
2.00,1217.00,151087.00,3.00
2.00,1218.00,136149.00,3.00
1.00,1218.00,200000.00,3.00
2.00,1219.00,124000.00,3.00
1.00,1220.00,98000.00,2.00
2.00,1220.00,225000.00,3.00
2.00,1220.00,249000.00,2.00
3.00,1220.00,273000.00,3.00
2.00,1220.00,397900.00,3.00
2.00,1221.00,265000.00,2.00
2.00,1222.00,100000.00,2.00
1.00,1224.00,154900.00,3.00
1.00,1226.00,182500.00,3.00
1.00,1226.00,211500.00,3.00
1.00,1229.00,110000.00,3.00
2.00,1231.00,200000.00,3.00
2.00,1232.00,170000.00,3.00
4.00,1232.00,180000.00,3.00
3.00,1232.00,190000.00,3.00
2.00,1232.00,210000.00,3.00
2.00,1232.00,245000.00,3.00
3.00,1232.00,275000.00,3.00
2.00,1232.00,311000.00,3.00
2.00,1234.00,315000.00,3.00
2.00,1234.00,327000.00,3.00
3.00,1235.00,180000.00,3.00
2.00,1235.00,188000.00,3.00
2.00,1235.00,246544.00,3.00
2.00,1240.00,123000.00,4.00
2.00,1240.00,167293.00,3.00
3.00,1242.00,210000.00,4.00
3.00,1244.00,255000.00,3.00
2.00,1245.00,139500.00,3.00
1.00,1247.00,445000.00,2.00
2.00,1248.00,125000.00,3.00
2.00,1248.00,132000.00,3.00
2.00,1248.00,149500.00,3.00
3.00,1248.00,172000.00,3.00
3.00,1248.00,210000.00,3.00
2.00,1248.00,229999.00,3.00
3.00,1248.00,289900.00,3.00
2.00,1248.00,297359.00,3.00
2.00,1249.00,112500.00,3.00
1.00,1250.00,84000.00,3.00
2.00,1250.00,215000.00,3.00
2.00,1250.00,232500.00,2.00
1.00,1252.00,575000.00,2.00
2.00,1253.00,125000.00,4.00
2.00,1253.00,264469.00,4.00
2.00,1255.00,260000.00,2.00
1.00,1258.00,212000.00,3.00
2.00,1258.00,330000.00,3.00
1.00,1260.00,102900.00,3.00
2.00,1260.00,137760.00,3.00
3.00,1260.00,175000.00,3.00
2.00,1260.00,180000.00,3.00
2.00,1260.00,290000.00,3.00
2.00,1261.00,220000.00,3.00
2.00,1262.00,209347.00,3.00
2.00,1262.00,230000.00,3.00
3.00,1263.00,300000.00,4.00
2.00,1264.00,135500.00,3.00
1.00,1264.00,140000.00,3.00
2.00,1264.00,243500.00,3.00
2.00,1264.00,298000.00,3.00
2.00,1265.00,164000.00,3.00
2.00,1265.00,179000.00,3.00
2.00,1265.00,189000.00,1.00
2.00,1265.00,219900.00,1.00
2.00,1265.00,225000.00,1.00
3.00,1265.00,225000.00,2.00
2.00,1265.00,232500.00,1.00
3.00,1265.00,235000.00,2.00
2.00,1265.00,249000.00,2.00
3.00,1265.00,250000.00,2.00
2.00,1265.00,250000.00,1.00
2.00,1265.00,255000.00,1.00
3.00,1265.00,257000.00,2.00
3.00,1265.00,264900.00,2.00
3.00,1265.00,265000.00,2.00
3.00,1265.00,295000.00,2.00
3.00,1265.00,301940.00,2.00
2.00,1266.00,140000.00,3.00
2.00,1266.00,198000.00,3.00
2.00,1266.00,242000.00,3.00
3.00,1267.00,190000.00,2.00
2.00,1267.00,233400.00,3.00
2.00,1269.00,122000.00,3.00
2.00,1269.00,155000.00,3.00
2.00,1269.00,244000.00,3.00
1.00,1269.00,245000.00,2.00
2.00,1272.00,124413.00,3.00
2.00,1272.00,175000.00,3.00
2.00,1273.00,190000.00,3.00
3.00,1274.00,269100.00,3.00
2.00,1274.00,290000.00,3.00
2.00,1276.00,224600.00,3.00
2.00,1276.00,320000.00,3.00
2.00,1277.00,235000.00,4.00
1.00,1278.00,145000.00,3.00
3.00,1279.00,225000.00,3.00
2.00,1280.00,167293.00,4.00
2.00,1280.00,167293.00,4.00
2.00,1280.00,192067.00,3.00
2.00,1282.00,250000.00,3.00
2.00,1284.00,270000.00,3.00
2.00,1284.00,280908.00,2.00
1.00,1284.00,300000.00,3.00
1.00,1285.00,143012.00,3.00
1.00,1286.00,150000.00,2.00
2.00,1287.00,234697.00,3.00
2.00,1288.00,210000.00,3.00
3.00,1288.00,300000.00,3.00
2.00,1289.00,106250.00,3.00
2.00,1289.00,205000.00,3.00
2.00,1290.00,174000.00,3.00
3.00,1290.00,430000.00,3.00
1.00,1291.00,236250.00,3.00
2.00,1292.00,105000.00,4.00
2.00,1294.00,191250.00,3.00
2.00,1296.00,170000.00,3.00
2.00,1296.00,190000.00,3.00
2.00,1296.00,205900.00,3.00
2.00,1296.00,213000.00,3.00
2.00,1296.00,245000.00,3.00
3.00,1296.00,285000.00,3.00
2.00,1298.00,159500.00,3.00
2.00,1300.00,140800.00,3.00
2.00,1300.00,212000.00,3.00
2.00,1300.00,216033.00,3.00
2.00,1300.00,219000.00,3.00
2.00,1302.00,157500.00,3.00
2.00,1302.00,219794.00,3.00
2.00,1302.00,230000.00,3.00
2.00,1304.00,152000.00,2.00
1.00,1304.00,413500.00,2.00
3.00,1305.00,190000.00,3.00
2.00,1305.00,250000.00,3.00
2.00,1306.00,245000.00,3.00
3.00,1306.00,250000.00,3.00
3.00,1306.00,265000.00,3.00
2.00,1306.00,282000.00,3.00
2.00,1309.00,131750.00,4.00
2.00,1310.00,150000.00,4.00
1.00,1310.00,208318.00,3.00
2.00,1315.00,230000.00,2.00
2.00,1316.00,89000.00,4.00
2.00,1316.00,205000.00,3.00
2.00,1317.00,215000.00,3.00
2.00,1319.00,207100.00,3.00
2.00,1319.00,220000.00,4.00
2.00,1319.00,237000.00,3.00
2.00,1319.00,239900.00,3.00
2.00,1319.00,240000.00,3.00
2.00,1319.00,242000.00,3.00
2.00,1319.00,245000.00,3.00
2.00,1319.00,255000.00,3.00
2.00,1319.00,255000.00,3.00
2.00,1319.00,259900.00,3.00
2.00,1319.00,262000.00,3.00
2.00,1320.00,115500.00,3.00
1.00,1320.00,148500.00,3.00
1.00,1320.00,175000.00,3.00
2.00,1320.00,506688.00,3.00
1.00,1321.00,161829.00,2.00
2.00,1321.00,255000.00,2.00
2.00,1322.00,210000.00,3.00
2.00,1322.00,255000.00,3.00
2.00,1323.00,126400.00,3.00
1.00,1323.00,144900.00,2.00
2.00,1324.00,215000.00,3.00
2.00,1324.00,234500.00,2.00
2.00,1326.00,222450.00,3.00
2.00,1326.00,250134.00,2.00
2.00,1326.00,290000.00,3.00
2.00,1327.00,310000.00,3.00
2.00,1328.00,188335.00,3.00
2.00,1328.00,295000.00,4.00
2.00,1329.00,122682.00,4.00
2.00,1329.00,192700.00,3.00
2.00,1329.00,229500.00,4.00
2.00,1329.00,300000.00,3.00
3.00,1330.00,250000.00,3.00
1.00,1331.00,112500.00,3.00
2.00,1332.00,150000.00,3.00
3.00,1333.00,290000.00,3.00
1.00,1337.00,90000.00,3.00
2.00,1338.00,222000.00,3.00
1.00,1338.00,252600.00,3.00
2.00,1340.00,133000.00,3.00
2.00,1340.00,155000.00,3.00
2.00,1340.00,174000.00,3.00
2.00,1341.00,123000.00,4.00
2.00,1341.00,221000.00,2.00
3.00,1343.00,225000.00,4.00
2.00,1343.00,284893.00,3.00
1.00,1344.00,118000.00,2.00
2.00,1344.00,132500.00,3.00
1.00,1344.00,166000.00,3.00
1.00,1344.00,170000.00,3.00
2.00,1344.00,182000.00,3.00
2.00,1344.00,185500.00,3.00
2.00,1344.00,235000.00,3.00
2.00,1344.00,250000.00,3.00
4.00,1346.00,270000.00,3.00
1.00,1348.00,545000.00,3.00
2.00,1351.00,158000.00,4.00
2.00,1351.00,215000.00,3.00
2.00,1352.00,205000.00,3.00
2.00,1353.00,192000.00,3.00
2.00,1354.00,104000.00,3.00
2.00,1354.00,126714.00,4.00
2.00,1356.00,121630.00,3.00
1.00,1356.00,195000.00,3.00
2.00,1358.00,158000.00,4.00
2.00,1358.00,201528.00,3.00
2.00,1358.00,229027.00,3.00
1.00,1360.00,222381.00,3.00
1.00,1360.00,256500.00,2.00
2.00,1360.00,315000.00,3.00
2.00,1362.00,194818.00,3.00
2.00,1362.00,235738.00,3.00
2.00,1364.00,150000.00,3.00
2.00,1365.00,128000.00,3.00
2.00,1365.00,205000.00,2.00
2.00,1366.00,120108.00,3.00
2.00,1367.00,249000.00,3.00
2.00,1368.00,153000.00,3.00
3.00,1368.00,155000.00,3.00
2.00,1370.00,155435.00,3.00
2.00,1370.00,155500.00,3.00
2.00,1371.00,208250.00,3.00
2.00,1372.00,262000.00,4.00
2.00,1373.00,160000.00,3.00
2.00,1375.00,232000.00,3.00
2.00,1376.00,169000.00,1.00
1.00,1376.00,215000.00,4.00
2.00,1376.00,215000.00,2.00
2.00,1376.00,215000.00,2.00
2.00,1376.00,232000.00,3.00
3.00,1377.00,369000.00,3.00
2.00,1380.00,131200.00,4.00
2.00,1380.00,136500.00,3.00
2.00,1380.00,190000.00,3.00
3.00,1380.00,227000.00,3.00
2.00,1380.00,245000.00,3.00
2.00,1380.00,265000.00,3.00
3.00,1380.00,295000.00,4.00
2.00,1381.00,161250.00,4.00
2.00,1382.00,293996.00,4.00
1.00,1386.00,159900.00,3.00
2.00,1386.00,191250.00,3.00
2.00,1386.00,219900.00,4.00
2.00,1390.00,125573.00,4.00
3.00,1390.00,238000.00,3.00
2.00,1392.00,150000.00,4.00
3.00,1392.00,150000.00,3.00
2.00,1392.00,165000.00,3.00
2.00,1392.00,176000.00,3.00
2.00,1392.00,180000.00,3.00
2.00,1392.00,181000.00,3.00
3.00,1392.00,189000.00,3.00
2.00,1392.00,194000.00,3.00
2.00,1392.00,201000.00,3.00
3.00,1392.00,216000.00,3.00
3.00,1392.00,220000.00,3.00
3.00,1392.00,220000.00,3.00
3.00,1392.00,222500.00,3.00
3.00,1392.00,222500.00,3.00
2.00,1393.00,200000.00,3.00
2.00,1394.00,313138.00,3.00
2.00,1394.00,470000.00,3.00
2.00,1398.00,200000.00,3.00
3.00,1398.00,235000.00,3.00
2.00,1400.00,138000.00,3.00
3.00,1400.00,190000.00,3.00
2.00,1401.00,294000.00,3.00
2.00,1401.00,305000.00,3.00
2.00,1404.00,100000.00,4.00
2.00,1404.00,155000.00,3.00
2.00,1406.00,178760.00,3.00
2.00,1406.00,242000.00,2.00
2.00,1406.00,249500.00,4.00
2.00,1407.00,149600.00,3.00
3.00,1409.00,104000.00,3.00
2.00,1410.00,115620.00,3.00
2.00,1410.00,160000.00,3.00
2.00,1410.00,165000.00,3.00
2.00,1410.00,180000.00,3.00
2.00,1410.00,245000.00,3.00
2.00,1410.00,316630.00,3.00
2.00,1411.00,296769.00,3.00
2.00,1416.00,140000.00,3.00
2.00,1416.00,200000.00,3.00
2.00,1416.00,216000.00,3.00
2.00,1418.00,146250.00,3.00
2.00,1418.00,220000.00,3.00
2.00,1419.00,220000.00,4.00
2.00,1420.00,189000.00,3.00
1.00,1422.00,309000.00,3.00
2.00,1423.00,370000.00,3.00
2.00,1424.00,251000.00,3.00
2.00,1425.00,280000.00,3.00
1.00,1427.00,202200.00,3.00
2.00,1427.00,236073.00,3.00
2.00,1428.00,156142.00,3.00
2.00,1428.00,188700.00,3.00
2.00,1430.00,205878.00,3.00
3.00,1432.00,230900.00,3.00
2.00,1436.00,180000.00,3.00
2.00,1436.00,185074.00,4.00
2.00,1436.00,202000.00,3.00
2.00,1438.00,252000.00,4.00
2.00,1439.00,168000.00,3.00
2.00,1440.00,111500.00,3.00
3.00,1440.00,215000.00,3.00
2.00,1440.00,235000.00,3.00
3.00,1440.00,246000.00,3.00
2.00,1440.00,292000.00,3.00
2.00,1440.00,300000.00,1.00
2.00,1441.00,225000.00,3.00
2.00,1443.00,280000.00,3.00
3.00,1445.00,207000.00,3.00
2.00,1446.00,275086.00,3.00
2.00,1448.00,114000.00,4.00
2.00,1448.00,145000.00,4.00
2.00,1448.00,210000.00,3.00
2.00,1448.00,236000.00,4.00
2.00,1449.00,330000.00,2.00
2.00,1450.00,213000.00,3.00
2.00,1450.00,228000.00,3.00
2.00,1450.00,286013.00,3.00
2.00,1451.00,180000.00,3.00
2.00,1451.00,255000.00,3.00
2.00,1452.00,160000.00,3.00
2.00,1452.00,193000.00,3.00
2.00,1454.00,114258.00,3.00
2.00,1454.00,226500.00,3.00
2.00,1454.00,235000.00,3.00
2.00,1454.00,244900.00,3.00
2.00,1454.00,249000.00,3.00
2.00,1454.00,257500.00,3.00
2.00,1454.00,258900.00,3.00
2.00,1454.00,268000.00,3.00
2.00,1456.00,185000.00,3.00
1.00,1456.00,225000.00,3.00
2.00,1456.00,250000.00,4.00
2.00,1457.00,270000.00,3.00
2.00,1457.00,300000.00,3.00
2.00,1458.00,220000.00,3.00
2.00,1458.00,248900.00,3.00
2.00,1458.00,269900.00,3.00
1.00,1459.00,199900.00,3.00
2.00,1462.00,121500.00,4.00
2.00,1462.00,230095.00,3.00
2.00,1463.00,174250.00,3.00
2.00,1465.00,225000.00,3.00
2.00,1466.00,150000.00,3.00
2.00,1466.00,231000.00,3.00
2.00,1466.00,274900.00,3.00
2.00,1468.00,275336.00,3.00
3.00,1468.00,285000.00,3.00
3.00,1470.00,225000.00,4.00
2.00,1470.00,247500.00,3.00
2.00,1470.00,500000.00,3.00
2.00,1472.00,148750.00,4.00
2.00,1472.00,159900.00,3.00
1.00,1473.00,195000.00,3.00
2.00,1474.00,230000.00,3.00
2.00,1475.00,229665.00,4.00
2.00,1477.00,168000.00,3.00
2.00,1477.00,176850.00,4.00
2.00,1477.00,234000.00,3.00
2.00,1478.00,231477.00,3.00
3.00,1478.00,257000.00,3.00
1.00,1479.00,188741.00,3.00
2.00,1479.00,205000.00,3.00
3.00,1480.00,199900.00,3.00
3.00,1480.00,325000.00,3.00
2.00,1483.00,161600.00,4.00
1.00,1484.00,255000.00,3.00
2.00,1485.00,380578.00,3.00
2.00,1488.00,160000.00,3.00
2.00,1488.00,190000.00,3.00
2.00,1488.00,211000.00,3.00
2.00,1488.00,220000.00,3.00
2.00,1488.00,245000.00,3.00
2.00,1490.00,207500.00,3.00
3.00,1492.00,300000.00,3.00
1.00,1493.00,425000.00,3.00
3.00,1494.00,290000.00,3.00
2.00,1497.00,179500.00,4.00
2.00,1498.00,220000.00,3.00
2.00,1498.00,250000.00,3.00
2.00,1500.00,198000.00,3.00
3.00,1500.00,239900.00,3.00
2.00,1500.00,270000.00,3.00
2.00,1502.00,310000.00,3.00
2.00,1503.00,245000.00,3.00
2.00,1505.00,197654.00,3.00
2.00,1506.00,255000.00,3.00
2.00,1508.00,153000.00,3.00
2.00,1508.00,216400.00,3.00
2.00,1510.00,285000.00,3.00
2.00,1511.00,208000.00,3.00
2.00,1512.00,56950.00,4.00
1.00,1512.00,135000.00,2.00
2.00,1512.00,162750.00,3.00
2.00,1512.00,246000.00,3.00
2.00,1512.00,250000.00,3.00
2.00,1512.00,250000.00,3.00
2.00,1513.00,193500.00,3.00
1.00,1515.00,172500.00,3.00
2.00,1516.00,150000.00,5.00
2.00,1516.00,222900.00,3.00
2.00,1517.00,212000.00,3.00
2.00,1520.00,170000.00,3.00
1.00,1520.00,255000.00,3.00
2.00,1520.00,299000.00,2.00
2.00,1521.00,192000.00,3.00
2.00,1522.00,225000.00,3.00
2.00,1524.00,296056.00,4.00
2.00,1526.00,210299.00,3.00
2.00,1526.00,274900.00,3.00
2.00,1526.00,320000.00,3.00
2.00,1527.00,293993.00,3.00
1.00,1529.00,189000.00,3.00
3.00,1530.00,260000.00,3.00
2.00,1531.00,270000.00,3.00
2.00,1532.00,314900.00,3.00
2.00,1536.00,235000.00,3.00
3.00,1536.00,285000.00,3.00
2.00,1539.00,185000.00,3.00
2.00,1540.00,266510.00,3.00
2.00,1541.00,260000.00,3.00
2.00,1542.00,250000.00,4.00
2.00,1543.00,145846.00,3.00
2.00,1543.00,275000.00,3.00
1.00,1544.00,185000.00,3.00
2.00,1544.00,237000.00,3.00
3.00,1546.00,375000.00,3.00
2.00,1547.00,207500.00,4.00
2.00,1547.00,226900.00,4.00
2.00,1547.00,245000.00,3.00
2.00,1548.00,240000.00,3.00
2.00,1548.00,328370.00,3.00
2.00,1549.00,165000.00,4.00
2.00,1549.00,229000.00,3.00
2.00,1555.00,185000.00,3.00
2.00,1555.00,225500.00,4.00
2.00,1559.00,106555.00,3.00
2.00,1559.00,153300.00,3.00
2.00,1559.00,180000.00,3.00
2.00,1559.00,185000.00,3.00
2.00,1559.00,190000.00,3.00
2.00,1559.00,190000.00,3.00
2.00,1559.00,192000.00,3.00
2.00,1559.00,195000.00,3.00
2.00,1559.00,199900.00,3.00
2.00,1559.00,207500.00,3.00
2.00,1559.00,219000.00,3.00
2.00,1559.00,231000.00,3.00
2.00,1559.00,239900.00,3.00
2.00,1559.00,260000.00,3.00
2.00,1559.00,285000.00,4.00
2.00,1559.00,295000.00,3.00
2.00,1560.00,204000.00,3.00
3.00,1560.00,285000.00,3.00
2.00,1566.00,220000.00,4.00
3.00,1566.00,290000.00,4.00
2.00,1567.00,230000.00,3.00
2.00,1567.00,261000.00,3.00
3.00,1568.00,185000.00,3.00
3.00,1568.00,235888.00,4.00
4.00,1568.00,267000.00,3.00
3.00,1569.00,215000.00,3.00
2.00,1570.00,126854.00,4.00
2.00,1572.00,227500.00,3.00
2.00,1572.00,255000.00,3.00
2.00,1572.00,256555.00,3.00
2.00,1574.00,190000.00,3.00
2.00,1574.00,252155.00,4.00
2.00,1574.00,255000.00,3.00
2.00,1575.00,210000.00,4.00
2.00,1576.00,141247.00,3.00
2.00,1577.00,300567.00,3.00
2.00,1578.00,190000.00,4.00
2.00,1578.00,195000.00,4.00
2.00,1578.00,215000.00,4.00
2.00,1580.00,165000.00,4.00
2.00,1580.00,168000.00,4.00
2.00,1580.00,284000.00,4.00
2.00,1582.00,172000.00,3.00
2.00,1582.00,280000.00,4.00
2.00,1584.00,239000.00,3.00
2.00,1584.00,250000.00,3.00
2.00,1586.00,194000.00,3.00
2.00,1587.00,127500.00,4.00
2.00,1587.00,161500.00,4.00
2.00,1588.00,200000.00,3.00
3.00,1588.00,281600.00,3.00
2.00,1590.00,147000.00,4.00
2.00,1590.00,173000.00,4.00
2.00,1590.00,212864.00,4.00
2.00,1591.00,250000.00,4.00
3.00,1592.00,395000.00,4.00
2.00,1593.00,181000.00,3.00
